date,invoice,cod_customer,cod_product,amount
2018-09-27,2261,1472,9,1
2018-09-27,2262,1747,11,1
2018-09-28,2263,1124,6,8
2018-09-28,2264,1137,2,3
2018-09-28,2265,1169,5,9
2018-09-28,2266,1257,1,1
2018-09-28,2267,1320,10,1
2018-09-28,2268,1431,6,9
2018-09-28,2269,1498,3,5
2018-09-28,2270,1920,6,1
2018-09-28,2270,1920,9,3
2018-09-28,2270,1920,11,8
2018-09-29,2271,1213,8,4
2018-09-29,2272,1439,1,2
2018-09-29,2272,1439,5,1
2018-09-29,2273,1447,3,8
2018-09-29,2273,1447,6,5
2018-09-29,2273,1447,7,4
2018-09-29,2273,1447,8,8
2018-09-29,2273,1447,9,2
2018-09-29,2274,1502,10,1
2018-09-29,2275,1690,3,3
2018-09-29,2275,1690,5,3
2018-09-29,2275,1690,7,2
2018-09-29,2275,1690,10,3
2018-09-29,2276,1928,1,4
2018-09-29,2276,1928,4,2
2018-09-29,2276,1928,6,1
2018-09-29,2277,1939,10,1
2018-09-29,2277,1939,11,2
2018-09-30,2278,1023,5,2
2018-09-30,2278,1023,10,7
2018-09-30,2279,1142,11,7
2018-09-30,2280,1147,7,4
2018-09-30,2281,1484,2,4
2018-09-30,2282,1495,3,5
2018-09-30,2283,1606,7,2
2018-09-30,2284,1621,9,6
2018-09-30,2285,1635,6,7
2018-09-30,2286,1728,3,4
2018-09-30,2286,1728,4,4
2018-09-30,2287,1820,1,4
2018-09-30,2287,1820,2,9
2018-09-30,2288,1829,6,2
2018-09-30,2289,1925,2,4
2018-09-30,2289,1925,4,5
2018-09-30,2289,1925,8,4
2018-09-30,2289,1925,9,5
2018-09-30,2290,1952,5,4
2018-09-30,2290,1952,6,4
2018-10-01,2291,1138,6,3
2018-10-01,2292,1309,5,4
2018-10-01,2293,1321,3,4
2018-10-01,2294,1372,2,1
2018-10-01,2295,1442,4,1
2018-10-01,2295,1442,8,7
2018-10-01,2295,1442,9,9
2018-10-01,2295,1442,10,4
2018-10-01,2296,1542,1,6
2018-10-01,2296,1542,3,4
2018-10-01,2297,1899,4,5
2018-10-01,2297,1899,5,3
2018-10-01,2297,1899,6,4
2018-10-02,2298,1036,10,8
2018-10-02,2299,1343,8,2
2018-10-02,2300,1450,6,2
2018-10-02,2301,1489,1,8
2018-10-02,2301,1489,7,5
2018-10-02,2302,1567,4,4
2018-10-02,2303,1705,3,6
2018-10-02,2303,1705,6,1
2018-10-02,2304,1744,6,9
2018-10-03,2305,1223,9,1
2018-10-03,2305,1223,10,8
2018-10-03,2306,1284,4,3
2018-10-03,2307,1299,9,2
2018-10-03,2308,1308,4,4
2018-10-03,2308,1308,11,9
2018-10-03,2309,1760,5,2
2018-10-03,2310,1866,11,4
2018-10-04,2311,1349,5,8
2018-10-04,2312,1411,2,1
2018-10-04,2313,1453,9,4
2018-10-04,2314,1518,1,2
2018-10-04,2315,1675,1,3
2018-10-04,2315,1675,7,3
2018-10-04,2316,1748,10,3
2018-10-04,2317,1813,7,2
2018-10-04,2318,1938,10,6
2018-10-04,2318,1938,11,5
2018-10-04,2319,1993,4,6
2018-10-05,2320,1029,1,2
2018-10-05,2320,1029,3,3
2018-10-05,2321,1125,8,4
2018-10-05,2322,1310,9,1
2018-10-05,2323,1590,3,4
2018-10-05,2323,1590,6,1
2018-10-05,2323,1590,7,3
2018-10-05,2323,1590,8,4
2018-10-05,2324,1762,3,5
2018-10-05,2325,1875,8,5
2018-10-06,2326,1336,8,1
2018-10-06,2327,1404,7,4
2018-10-06,2328,1466,8,4
2018-10-06,2329,1510,3,4
2018-10-06,2330,1840,6,6
2018-10-07,2331,1025,5,4
2018-10-07,2331,1025,11,4
2018-10-07,2332,1168,6,3
2018-10-07,2333,1366,2,4
2018-10-07,2334,1424,8,1
2018-10-07,2335,1606,6,5
2018-10-07,2335,1606,7,3
2018-10-07,2336,1716,3,8
2018-10-07,2337,1729,1,3
2018-10-07,2337,1729,2,3
2018-10-07,2337,1729,4,2
2018-10-07,2337,1729,7,1
2018-10-07,2338,1783,5,1
2018-10-07,2339,1880,8,2
2018-10-07,2339,1880,9,2
2018-10-07,2339,1880,11,1
2018-10-07,2340,1898,1,2
2018-10-07,2340,1898,8,6
2018-10-07,2340,1898,10,4
2018-10-07,2341,1996,6,5
2018-10-08,2342,1050,4,1
2018-10-08,2342,1050,7,5
2018-10-08,2343,1081,3,7
2018-10-08,2344,1248,1,2
2018-10-08,2344,1248,3,3
2018-10-08,2345,1363,2,2
2018-10-08,2345,1363,7,4
2018-10-08,2346,1546,4,3
2018-10-08,2346,1546,10,4
2018-10-08,2346,1546,11,3
2018-10-08,2347,1568,4,1
2018-10-08,2348,1579,1,2
2018-10-08,2348,1579,8,4
2018-10-08,2349,1812,6,2
2018-10-08,2350,1833,3,2
2018-10-08,2350,1833,9,3
2018-10-08,2351,1929,8,5
2018-10-09,2352,1015,9,3
2018-10-09,2353,1318,8,6
2018-10-09,2354,1333,3,2
2018-10-09,2354,1333,5,3
2018-10-09,2354,1333,9,2
2018-10-09,2354,1333,11,4
2018-10-09,2355,1456,5,9
2018-10-09,2356,1472,3,3
2018-10-09,2357,1476,9,2
2018-10-09,2358,1483,2,6
2018-10-09,2358,1483,6,3
2018-10-09,2358,1483,7,7
2018-10-09,2359,1490,2,1
2018-10-09,2359,1490,4,3
2018-10-09,2359,1490,5,3
2018-10-09,2359,1490,6,7
2018-10-09,2360,1730,3,2
2018-10-09,2360,1730,4,1
2018-10-09,2361,1919,9,2
2018-10-10,2362,1356,8,1
2018-10-10,2363,1409,6,3
2018-10-10,2364,1594,11,3
2018-10-11,2365,1173,3,3
2018-10-11,2365,1173,4,4
2018-10-11,2365,1173,10,9
2018-10-11,2366,1180,2,2
2018-10-11,2367,1208,1,7
2018-10-11,2368,1381,2,8
2018-10-11,2368,1381,3,3
2018-10-11,2368,1381,9,1
2018-10-11,2369,1533,7,8
2018-10-11,2369,1533,9,4
2018-10-11,2370,1772,8,1
2018-10-11,2371,1773,5,3
2018-10-11,2372,1914,2,2
2018-10-12,2373,1135,9,5
2018-10-12,2373,1135,10,1
2018-10-12,2373,1135,11,2
2018-10-12,2374,1399,3,4
2018-10-12,2375,1456,5,1
2018-10-12,2375,1456,10,2
2018-10-12,2375,1456,11,1
2018-10-12,2376,1614,9,2
2018-10-12,2376,1614,10,5
2018-10-12,2377,1873,10,8
2018-10-13,2378,1039,9,1
2018-10-13,2379,1047,1,3
2018-10-13,2379,1047,8,7
2018-10-13,2379,1047,11,4
2018-10-13,2380,1202,3,9
2018-10-13,2381,1327,1,4
2018-10-13,2381,1327,2,4
2018-10-13,2382,1426,5,5
2018-10-13,2383,1459,4,2
2018-10-13,2384,1977,5,1
2018-10-13,2385,1999,2,1
2018-10-13,2385,1999,9,3
2018-10-14,2386,1342,5,7
2018-10-14,2387,1382,5,5
2018-10-14,2387,1382,6,2
2018-10-14,2388,1848,6,3
2018-10-14,2388,1848,9,4
2018-10-15,2389,1030,9,1
2018-10-15,2390,1060,4,4
2018-10-15,2391,1086,11,2
2018-10-15,2392,1108,4,1
2018-10-15,2392,1108,10,3
2018-10-15,2393,1118,2,5
2018-10-15,2394,1157,9,1
2018-10-15,2395,1268,10,3
2018-10-15,2396,1357,11,2
2018-10-15,2397,1495,3,7
2018-10-15,2398,1572,2,4
2018-10-15,2399,1976,6,4
2018-10-15,2399,1976,11,1
2018-10-15,2400,1980,4,3
2018-10-15,2400,1980,7,4
2018-10-15,2400,1980,9,3
2018-10-16,2401,1028,1,1
2018-10-16,2402,1213,5,1
2018-10-16,2403,1568,7,4
2018-10-16,2404,1651,7,7
2018-10-16,2404,1651,8,7
2018-10-16,2404,1651,10,4
2018-10-16,2405,1824,4,1
2018-10-16,2406,1915,2,5
2018-10-16,2406,1915,4,2
2018-10-16,2406,1915,5,3
2018-10-16,2406,1915,7,8
2018-10-16,2407,1926,8,4
2018-10-17,2408,1016,11,6
2018-10-17,2409,1027,3,4
2018-10-17,2410,1321,9,8
2018-10-17,2411,1358,6,4
2018-10-17,2412,1605,1,3
2018-10-17,2413,1640,2,6
2018-10-17,2414,1688,10,3
2018-10-18,2415,1257,9,4
2018-10-18,2416,1333,8,9
2018-10-18,2417,1356,1,6
2018-10-18,2417,1356,6,2
2018-10-18,2417,1356,7,2
2018-10-18,2418,1421,2,6
2018-10-18,2418,1421,4,9
2018-10-19,2419,1048,2,4
2018-10-19,2419,1048,3,5
2018-10-19,2419,1048,10,8
2018-10-19,2420,1091,7,4
2018-10-19,2421,1342,6,3
2018-10-19,2421,1342,7,1
2018-10-19,2421,1342,10,2
2018-10-19,2422,1358,3,7
2018-10-19,2422,1358,7,7
2018-10-19,2422,1358,10,6
2018-10-19,2423,1471,3,2
2018-10-19,2423,1471,6,6
2018-10-19,2424,1500,3,1
2018-10-19,2425,1827,1,5
2018-10-19,2425,1827,11,9
2018-10-20,2426,1007,3,4
2018-10-20,2426,1007,7,4
2018-10-20,2427,1067,4,1
2018-10-20,2427,1067,7,3
2018-10-20,2427,1067,11,2
2018-10-20,2428,1262,3,2
2018-10-20,2428,1262,11,2
2018-10-20,2429,1297,5,3
2018-10-20,2430,1325,7,2
2018-10-20,2431,1530,9,3
2018-10-20,2432,1614,5,1
2018-10-20,2432,1614,9,3
2018-10-20,2432,1614,11,2
2018-10-20,2433,1714,1,7
2018-10-20,2434,1766,4,3
2018-10-20,2435,1838,8,4
2018-10-20,2435,1838,10,4
2018-10-20,2436,1913,9,3
2018-10-20,2437,1994,1,3
2018-10-20,2437,1994,2,4
2018-10-21,2438,1144,5,3
2018-10-21,2439,1215,9,1
2018-10-21,2440,1359,3,4
2018-10-21,2440,1359,4,2
2018-10-21,2440,1359,10,2
2018-10-21,2441,1372,1,3
2018-10-21,2441,1372,5,3
2018-10-21,2441,1372,7,1
2018-10-21,2442,1519,4,2
2018-10-21,2442,1519,8,1
2018-10-21,2443,1588,6,4
2018-10-21,2443,1588,11,4
2018-10-21,2444,1754,5,4
2018-10-21,2444,1754,7,9
2018-10-21,2444,1754,11,3
2018-10-21,2445,1879,2,4
2018-10-21,2446,1909,8,1
2018-10-22,2447,1264,2,3
2018-10-22,2447,1264,8,4
2018-10-22,2448,1482,11,8
2018-10-22,2449,1522,4,9
2018-10-22,2450,1667,7,8
2018-10-22,2451,1715,4,1
2018-10-22,2451,1715,10,4
2018-10-22,2452,1759,6,4
2018-10-23,2453,1252,9,1
2018-10-23,2453,1252,10,2
2018-10-23,2454,1293,5,7
2018-10-23,2454,1293,6,8
2018-10-23,2455,1467,2,3
2018-10-23,2455,1467,8,3
2018-10-23,2455,1467,9,2
2018-10-23,2456,1651,3,1
2018-10-23,2456,1651,7,1
2018-10-23,2457,1705,3,6
2018-10-23,2457,1705,7,3
2018-10-23,2458,1777,2,4
2018-10-23,2458,1777,6,1
2018-10-23,2459,1948,6,6
2018-10-24,2460,1015,11,8
2018-10-24,2461,1162,3,2
2018-10-24,2462,1314,1,1
2018-10-24,2462,1314,11,2
2018-10-24,2463,1942,2,6
2018-10-24,2463,1942,3,6
2018-10-24,2463,1942,7,3
2018-10-25,2464,1212,2,8
2018-10-25,2464,1212,5,2
2018-10-25,2464,1212,6,3
2018-10-25,2465,1223,3,5
2018-10-25,2466,1237,1,8
2018-10-25,2466,1237,4,5
2018-10-25,2466,1237,10,2
2018-10-25,2467,1302,9,4
2018-10-25,2467,1302,11,4
2018-10-25,2468,1311,8,3
2018-10-25,2469,1426,1,1
2018-10-25,2470,1484,1,2
2018-10-25,2470,1484,6,8
2018-10-25,2471,1536,1,3
2018-10-25,2472,1748,11,2
2018-10-25,2473,1758,2,2
2018-10-25,2473,1758,6,2
2018-10-25,2474,1927,1,2
2018-10-25,2474,1927,3,4
2018-10-25,2474,1927,8,3
2018-10-25,2474,1927,11,4
2018-10-26,2475,1187,11,1
2018-10-26,2476,1340,10,2
2018-10-26,2477,1393,4,3
2018-10-26,2478,1526,3,9
2018-10-26,2478,1526,8,3
2018-10-26,2479,1575,6,1
2018-10-26,2479,1575,8,3
2018-10-26,2479,1575,11,3
2018-10-26,2480,1704,5,8
2018-10-26,2481,1834,5,9
2018-10-26,2481,1834,6,2
2018-10-26,2481,1834,7,3
2018-10-26,2481,1834,11,1
2018-10-27,2482,1051,8,1
2018-10-27,2483,1180,7,1
2018-10-27,2484,1498,6,3
2018-10-27,2484,1498,7,1
2018-10-27,2484,1498,11,2
2018-10-27,2485,1502,10,9
2018-10-27,2486,1582,6,6
2018-10-27,2487,1642,5,2
2018-10-27,2487,1642,6,3
2018-10-27,2487,1642,7,4
2018-10-27,2488,1873,5,4
2018-10-28,2489,1028,5,4
2018-10-28,2489,1028,8,4
2018-10-28,2490,1037,5,7
2018-10-28,2490,1037,8,9
2018-10-28,2491,1185,11,2
2018-10-28,2492,1214,4,1
2018-10-28,2493,1440,11,3
2018-10-28,2494,1724,5,4
2018-10-28,2495,1988,1,2
2018-10-28,2495,1988,3,5
2018-10-29,2496,1097,2,1
2018-10-29,2497,1215,1,1
2018-10-29,2498,1269,8,1
2018-10-29,2499,1285,2,6
2018-10-29,2499,1285,9,9
2018-10-29,2500,1322,1,2
2018-10-29,2500,1322,2,1
2018-10-29,2500,1322,8,8
2018-10-29,2500,1322,11,1
2018-10-29,2501,1672,6,1
2018-10-29,2502,1840,1,1
2018-10-29,2502,1840,11,2
2018-10-30,2503,1042,7,4
2018-10-30,2504,1124,3,3
2018-10-30,2504,1124,4,5
2018-10-30,2504,1124,8,5
2018-10-30,2505,1259,9,9
2018-10-30,2505,1259,10,3
2018-10-30,2505,1259,11,2
2018-10-30,2506,1413,2,3
2018-10-30,2506,1413,4,1
2018-10-30,2507,1509,4,3
2018-10-30,2508,1567,8,1
2018-10-30,2509,1797,5,2
2018-10-30,2509,1797,9,3
2018-10-30,2510,1954,8,6
2018-10-30,2511,1984,6,4
2018-10-31,2512,1030,2,1
2018-10-31,2512,1030,11,2
2018-10-31,2513,1037,7,4
2018-10-31,2514,1100,10,2
2018-10-31,2515,1128,11,8
2018-10-31,2516,1210,3,6
2018-10-31,2517,1420,5,1
2018-10-31,2517,1420,8,3
2018-10-31,2517,1420,10,5
2018-10-31,2518,1434,1,4
2018-10-31,2518,1434,9,7
2018-10-31,2519,1691,3,1
2018-10-31,2520,1722,4,3
2018-10-31,2521,1764,4,4
2018-10-31,2522,1933,5,1
2018-10-31,2522,1933,8,8
2018-11-01,2523,1247,2,3
2018-11-01,2523,1247,9,3
2018-11-01,2524,1377,11,5
2018-11-01,2525,1534,1,5
2018-11-01,2525,1534,11,3
2018-11-01,2526,1628,6,4
2018-11-01,2526,1628,10,8
2018-11-01,2527,1673,1,6
2018-11-01,2528,1725,1,7
2018-11-01,2528,1725,2,4
2018-11-01,2528,1725,10,2
2018-11-02,2529,1022,1,8
2018-11-02,2530,1148,10,4
2018-11-02,2531,1216,2,4
2018-11-02,2531,1216,3,2
2018-11-02,2531,1216,6,3
2018-11-02,2532,1399,7,3
2018-11-02,2532,1399,9,3
2018-11-02,2533,1665,10,1
2018-11-02,2534,1783,4,4
2018-11-02,2534,1783,5,8
2018-11-03,2535,1084,4,3
2018-11-03,2535,1084,8,4
2018-11-03,2535,1084,9,3
2018-11-03,2536,1163,9,1
2018-11-03,2537,1214,2,4
2018-11-03,2537,1214,6,2
2018-11-03,2538,1330,8,8
2018-11-03,2539,1508,3,1
2018-11-03,2540,1519,2,4
2018-11-03,2540,1519,7,2
2018-11-03,2541,1562,5,6
2018-11-03,2542,1597,1,6
2018-11-03,2542,1597,6,4
2018-11-03,2542,1597,7,4
2018-11-03,2543,1656,1,1
2018-11-03,2543,1656,3,3
2018-11-03,2544,1683,1,3
2018-11-03,2544,1683,3,2
2018-11-03,2544,1683,4,2
2018-11-03,2544,1683,6,1
2018-11-03,2544,1683,10,5
2018-11-03,2545,1721,11,2
2018-11-03,2546,1828,4,4
2018-11-03,2546,1828,5,2
2018-11-03,2547,1983,5,6
2018-11-04,2548,1215,2,5
2018-11-04,2548,1215,8,3
2018-11-04,2548,1215,11,2
2018-11-04,2549,1615,10,2
2018-11-04,2550,1628,3,2
2018-11-04,2551,1670,10,4
2018-11-04,2552,1827,4,7
2018-11-04,2553,1839,2,4
2018-11-04,2553,1839,3,4
2018-11-04,2553,1839,8,3
2018-11-04,2553,1839,10,8
2018-11-04,2553,1839,11,3
2018-11-05,2554,1093,5,4
2018-11-05,2555,1137,11,1
2018-11-05,2556,1157,2,4
2018-11-05,2556,1157,10,1
2018-11-05,2557,1441,11,4
2018-11-05,2558,1565,9,3
2018-11-05,2559,1634,3,1
2018-11-05,2560,1687,8,1
2018-11-06,2561,1034,5,4
2018-11-06,2562,1236,3,3
2018-11-06,2563,1249,1,1
2018-11-06,2563,1249,9,9
2018-11-06,2563,1249,11,5
2018-11-06,2564,1400,10,1
2018-11-06,2565,1420,11,9
2018-11-06,2566,1436,2,3
2018-11-06,2566,1436,5,2
2018-11-06,2567,1498,4,2
2018-11-06,2567,1498,6,2
2018-11-06,2568,1617,3,1
2018-11-06,2569,1659,11,4
2018-11-06,2570,1819,1,4
2018-11-06,2570,1819,6,3
2018-11-06,2571,1890,10,2
2018-11-06,2572,1986,7,4
2018-11-06,2572,1986,11,1
2018-11-07,2573,1044,10,1
2018-11-07,2574,1051,2,4
2018-11-07,2575,1097,2,2
2018-11-07,2576,1113,6,1
2018-11-07,2577,1151,7,5
2018-11-07,2578,1178,6,4
2018-11-07,2579,1340,3,9
2018-11-07,2580,1341,9,4
2018-11-07,2581,1355,11,2
2018-11-07,2582,1570,8,4
2018-11-07,2583,1633,10,7
2018-11-07,2584,1742,3,8
2018-11-07,2584,1742,5,6
2018-11-07,2584,1742,11,3
2018-11-08,2585,1048,5,3
2018-11-08,2586,1363,7,3
2018-11-08,2587,1447,7,5
2018-11-08,2587,1447,8,8
2018-11-08,2588,1535,3,6
2018-11-08,2588,1535,6,1
2018-11-08,2588,1535,11,3
2018-11-08,2589,1588,9,3
2018-11-08,2590,1654,6,3
2018-11-08,2591,1664,2,1
2018-11-08,2591,1664,8,1
2018-11-08,2592,1745,11,9
2018-11-08,2593,1747,6,5
2018-11-09,2594,1082,5,7
2018-11-09,2594,1082,10,1
2018-11-09,2595,1213,5,3
2018-11-09,2596,1214,10,3
2018-11-09,2597,1345,2,5
2018-11-09,2597,1345,4,7
2018-11-09,2597,1345,9,6
2018-11-09,2598,1615,11,1
2018-11-09,2599,1626,11,1
2018-11-09,2600,1642,1,3
2018-11-09,2600,1642,3,7
2018-11-09,2600,1642,5,3
2018-11-09,2600,1642,8,2
2018-11-09,2601,1794,3,9
2018-11-09,2601,1794,4,2
2018-11-09,2602,1802,1,6
2018-11-09,2602,1802,6,1
2018-11-10,2603,1506,8,3
2018-11-10,2604,1565,1,3
2018-11-10,2604,1565,10,1
2018-11-10,2605,1682,2,1
2018-11-10,2606,1871,1,3
2018-11-10,2606,1871,5,2
2018-11-10,2606,1871,8,4
2018-11-10,2607,1885,4,6
2018-11-10,2607,1885,6,3
2018-11-11,2608,1485,9,3
2018-11-11,2609,1608,5,3
2018-11-11,2610,1844,7,1
2018-11-11,2611,1982,5,1
2018-11-12,2612,1126,3,1
2018-11-12,2612,1126,5,3
2018-11-12,2612,1126,7,4
2018-11-12,2612,1126,8,4
2018-11-12,2612,1126,9,5
2018-11-12,2613,1137,4,4
2018-11-12,2614,1153,6,4
2018-11-12,2614,1153,7,2
2018-11-12,2615,1313,2,8
2018-11-12,2616,1332,6,4
2018-11-12,2617,1477,11,4
2018-11-12,2618,1894,9,6
2018-11-12,2618,1894,10,8
2018-11-12,2619,1941,9,1
2018-11-13,2620,1347,4,5
2018-11-13,2621,1361,2,4
2018-11-13,2621,1361,11,3
2018-11-13,2622,1523,2,4
2018-11-13,2623,1530,3,4
2018-11-13,2624,1822,8,2
2018-11-13,2625,1846,2,9
2018-11-14,2626,1041,4,2
2018-11-14,2627,1208,5,3
2018-11-14,2628,1255,3,3
2018-11-14,2629,1391,6,4
2018-11-14,2630,1404,1,3
2018-11-14,2630,1404,8,1
2018-11-14,2630,1404,9,4
2018-11-14,2630,1404,10,4
2018-11-14,2630,1404,11,4
2018-11-14,2631,1489,2,7
2018-11-14,2632,1853,6,2
2018-11-14,2632,1853,8,2
2018-11-14,2633,1952,3,3
2018-11-15,2634,1360,6,3
2018-11-15,2634,1360,7,3
2018-11-15,2635,1542,7,4
2018-11-15,2636,1584,2,9
2018-11-15,2636,1584,4,1
2018-11-15,2636,1584,9,2
2018-11-15,2637,1605,2,1
2018-11-15,2637,1605,5,5
2018-11-15,2638,1777,6,5
2018-11-15,2638,1777,8,9
2018-11-15,2639,1804,9,3
2018-11-15,2640,1810,9,6
2018-11-15,2641,1878,2,2
2018-11-15,2641,1878,6,1
2018-11-15,2641,1878,7,9
2018-11-15,2641,1878,11,1
2018-11-16,2642,1092,6,1
2018-11-16,2642,1092,8,2
2018-11-16,2643,1147,2,3
2018-11-16,2643,1147,5,4
2018-11-16,2644,1183,6,4
2018-11-16,2645,1380,2,9
2018-11-16,2645,1380,9,4
2018-11-16,2645,1380,10,4
2018-11-16,2646,1467,3,2
2018-11-16,2646,1467,8,7
2018-11-16,2647,1659,2,9
2018-11-16,2647,1659,11,2
2018-11-16,2648,1693,7,3
2018-11-16,2649,1752,5,1
2018-11-17,2650,1212,7,7
2018-11-17,2651,1216,8,1
2018-11-17,2652,1359,2,4
2018-11-17,2653,1400,7,1
2018-11-17,2654,1407,8,6
2018-11-17,2654,1407,10,1
2018-11-17,2655,1477,8,3
2018-11-17,2656,1489,3,4
2018-11-17,2657,1542,2,1
2018-11-17,2657,1542,5,1
2018-11-17,2657,1542,7,3
2018-11-17,2658,1658,10,2
2018-11-17,2659,1737,1,6
2018-11-17,2659,1737,4,2
2018-11-17,2659,1737,9,2
2018-11-17,2660,1796,3,1
2018-11-17,2661,1807,2,4
2018-11-17,2661,1807,6,7
2018-11-17,2661,1807,9,8
2018-11-17,2662,1813,3,4
2018-11-17,2663,1852,6,3
2018-11-17,2663,1852,8,1
2018-11-17,2664,1902,8,3
2018-11-17,2665,1992,1,2
2018-11-17,2665,1992,3,6
2018-11-17,2665,1992,5,1
2018-11-17,2665,1992,8,2
2018-11-18,2666,1099,1,1
2018-11-18,2667,1167,7,2
2018-11-18,2668,1426,11,1
2018-11-18,2669,1525,11,4
2018-11-18,2670,1885,2,8
2018-11-18,2670,1885,7,2
2018-11-18,2671,1948,1,6
2018-11-18,2671,1948,11,1
2018-11-18,2672,1958,3,7
2018-11-18,2672,1958,4,4
2018-11-18,2672,1958,7,2
2018-11-18,2672,1958,10,7
2018-11-18,2673,1963,2,8
2018-11-18,2673,1963,7,1
2018-11-18,2673,1963,8,6
2018-11-18,2673,1963,10,1
2018-11-19,2674,1087,6,3
2018-11-19,2675,1173,1,2
2018-11-19,2676,1270,5,2
2018-11-19,2677,1352,2,8
2018-11-19,2678,1442,3,6
2018-11-19,2679,1549,6,4
2018-11-19,2680,1649,8,2
2018-11-19,2681,1654,6,3
2018-11-19,2682,1741,3,4
2018-11-19,2682,1741,6,3
2018-11-19,2682,1741,9,2
2018-11-19,2682,1741,10,4
2018-11-19,2683,1801,2,3
2018-11-19,2684,1884,7,2
2018-11-19,2685,1901,3,4
2018-11-20,2686,1049,6,8
2018-11-20,2686,1049,8,3
2018-11-20,2687,1484,4,4
2018-11-20,2688,1767,1,1
2018-11-20,2688,1767,2,1
2018-11-20,2688,1767,9,8
2018-11-21,2689,1009,7,7
2018-11-21,2690,1011,11,3
2018-11-21,2691,1026,10,3
2018-11-21,2692,1035,3,5
2018-11-21,2692,1035,8,4
2018-11-21,2693,1037,3,2
2018-11-21,2694,1109,1,2
2018-11-21,2695,1388,10,3
2018-11-21,2696,1500,2,1
2018-11-21,2696,1500,4,7
2018-11-21,2697,1698,3,8
2018-11-21,2698,1812,1,5
2018-11-21,2698,1812,4,2
2018-11-21,2698,1812,10,1
2018-11-21,2699,1880,4,3
2018-11-21,2700,1902,11,8
2018-11-21,2701,1984,4,2
2018-11-21,2701,1984,6,4
2018-11-22,2702,1293,7,4
2018-11-22,2702,1293,9,1
2018-11-22,2703,1399,7,4
2018-11-22,2704,1436,9,3
2018-11-22,2705,1448,6,2
2018-11-22,2706,1542,9,4
2018-11-22,2707,1581,2,5
2018-11-22,2707,1581,8,2
2018-11-22,2708,1795,2,3
2018-11-22,2708,1795,9,5
2018-11-22,2709,1857,5,2
2018-11-22,2710,1871,4,1
2018-11-22,2711,1898,9,4
2018-11-23,2712,1057,3,9
2018-11-23,2712,1057,4,8
2018-11-23,2712,1057,10,1
2018-11-23,2713,1186,1,3
2018-11-23,2713,1186,2,1
2018-11-23,2713,1186,3,4
2018-11-23,2714,1229,5,2
2018-11-23,2714,1229,9,3
2018-11-23,2714,1229,10,1
2018-11-23,2715,1343,7,3
2018-11-23,2716,1376,8,3
2018-11-23,2717,1383,3,3
2018-11-23,2717,1383,4,1
2018-11-23,2718,1423,6,1
2018-11-23,2719,1451,6,4
2018-11-23,2719,1451,11,1
2018-11-23,2720,1581,7,4
2018-11-23,2721,1885,7,7
2018-11-24,2722,1169,1,8
2018-11-24,2722,1169,7,8
2018-11-24,2723,1382,5,3
2018-11-24,2723,1382,8,4
2018-11-24,2724,1512,6,2
2018-11-24,2724,1512,10,1
2018-11-24,2725,1595,1,1
2018-11-24,2726,1621,1,4
2018-11-24,2727,1919,8,5
2018-11-24,2728,1975,4,2
2018-11-24,2728,1975,5,9
2018-11-25,2729,1046,4,2
2018-11-25,2729,1046,9,5
2018-11-25,2730,1659,8,4
2018-11-25,2731,1886,3,1
2018-11-25,2731,1886,6,4
2018-11-26,2732,1151,6,1
2018-11-26,2733,1184,1,4
2018-11-26,2733,1184,4,3
2018-11-26,2734,1290,8,2
2018-11-26,2735,1308,5,3
2018-11-26,2736,1315,6,3
2018-11-26,2737,1353,9,2
2018-11-26,2737,1353,11,3
2018-11-26,2738,1363,5,8
2018-11-26,2739,1620,9,2
2018-11-26,2740,1627,4,1
2018-11-26,2740,1627,5,2
2018-11-26,2741,1632,11,2
2018-11-26,2742,1716,8,2
2018-11-26,2742,1716,9,5
2018-11-26,2743,1814,5,8
2018-11-26,2744,1915,8,7
2018-11-27,2745,1027,4,2
2018-11-27,2746,1054,1,4
2018-11-27,2746,1054,4,1
2018-11-27,2746,1054,9,7
2018-11-27,2747,1390,6,1
2018-11-27,2748,1468,8,3
2018-11-27,2749,1631,7,6
2018-11-27,2750,1673,7,7
2018-11-27,2750,1673,10,4
2018-11-27,2751,1730,5,6
2018-11-27,2752,1846,1,3
2018-11-27,2753,1891,9,3
2018-11-28,2754,1006,8,3
2018-11-28,2755,1059,8,4
2018-11-28,2756,1111,5,2
2018-11-28,2757,1196,2,6
2018-11-28,2757,1196,6,4
2018-11-28,2757,1196,11,3
2018-11-28,2758,1197,1,1
2018-11-28,2758,1197,2,4
2018-11-28,2758,1197,7,2
2018-11-28,2759,1217,3,5
2018-11-28,2759,1217,6,4
2018-11-28,2759,1217,11,5
2018-11-28,2760,1347,2,2
2018-11-28,2760,1347,6,8
2018-11-28,2761,1496,1,4
2018-11-28,2761,1496,5,4
2018-11-28,2761,1496,7,1
2018-11-28,2762,1718,10,3
2018-11-28,2763,1804,1,1
2018-11-28,2764,1934,6,3
2018-11-28,2764,1934,8,3
2018-11-28,2765,1974,8,3
2018-11-29,2766,1278,1,8
2018-11-29,2766,1278,2,7
2018-11-29,2766,1278,3,4
2018-11-29,2766,1278,4,2
2018-11-29,2766,1278,5,1
2018-11-29,2766,1278,7,9
2018-11-29,2766,1278,11,3
2018-11-29,2767,1309,2,4
2018-11-29,2767,1309,7,3
2018-11-29,2768,1343,2,4
2018-11-29,2769,1363,4,4
